comment_sentence_id,class,comment_sentence,partition,instance_type,category,pre_sentence
3720,SmoothRateLimiter.java,"instead , and postpone subsequent requests as needed.",0,1,usage,instead and postpone subsequent requests as needed
4257,Binder.java,"guice cannot currently bind or inject a generic type, such as @code set e all type parameters",0,1,usage,guice cannot currently bind or inject a generic type such as @code set e all type parameters
4246,Binder.java,"p besides @link singleton @link scopes#singleton , there are servlet specific scopes",0,1,usage,p besides @link singleton @link scopes singleton there are servlet specific scopes
4478,DefaultMethodInterceptionTest.java,foo implementation that should use superclass method rather than default method.,0,1,usage,foo implementation that should use superclass method rather than default method
3768,SmoothRateLimiter.java,"li when used , the time it takes, as explained in the introductory class note, is equal to",0,1,usage,li when used the time it takes as explained in the introductory class note is equal to
3454,Preconditions.java,allocations in many common cases.,0,1,usage,allocations in many common cases
2287,MIDataListRegisterNames.java,data list register names regno,0,1,usage,data list register names regno
2611,WhiteSpaceOptions.java,"private void createbeforeellipsis map workingvalues, innernode parent createoption parent, workingvalues, formattermessages^whitespaceoptions vararg parameter, defaultcodeformatterconstants^formatter insert space before ellipsis, vararg parameter preview private void createafterellipsis map workingvalues, innernode parent createoption parent, workingvalues, formattermessages^whitespaceoptions vararg parameter, defaultcodeformatterconstants^formatter insert space after ellipsis, vararg parameter preview syntax element tree private innernode createreturntree map workingvalues, innernode parent final innernode root new innernode parent, workingvalues, formattermessages^whitespaceoptions return createoption root, workingvalues, formattermessages^whitespacetabpage before parenthesized expressions, defaultcodeformatterconstants^formatter insert space before parenthesized expression in return, return preview return root private innernode createthrowtree map workingvalues, innernode parent final innernode root new innernode parent, workingvalues, formattermessages^whitespaceoptions throw createoption root, workingvalues, formattermessages^whitespacetabpage before parenthesized expressions, defaultcodeformatterconstants^formatter insert space before parenthesized expression in throw, throw preview return root",0,1,usage,private void createbeforeellipsis map workingvalues innernode parent createoption parent workingvalues formattermessages whitespaceoptions vararg parameter defaultcodeformatterconstants formatter insert space before ellipsis vararg parameter preview private void createafterellipsis map workingvalues innernode parent createoption parent workingvalues formattermessages whitespaceoptions vararg parameter defaultcodeformatterconstants formatter insert space after ellipsis vararg parameter preview syntax element tree private innernode createreturntree map workingvalues innernode parent final innernode root new innernode parent workingvalues formattermessages whitespaceoptions return createoption root workingvalues formattermessages whitespacetabpage before parenthesized expressions defaultcodeformatterconstants formatter insert space before parenthesized expression in return return preview return root private innernode createthrowtree map workingvalues innernode parent final innernode root new innernode parent workingvalues formattermessages whitespaceoptions throw createoption root workingvalues formattermessages whitespacetabpage before parenthesized expressions defaultcodeformatterconstants formatter insert space before parenthesized expression in throw throw preview return root
1801,CUIPreferenceInitializer.java,@noextend this class is not intended to be subclassed by clients.,0,1,usage,@noextend this class is not intended to be subclassed by clients
3435,Preconditions.java,pre @code,0,1,usage,pre @code
3932,SmoothRateLimiter.java,we would only increase it for arrivals later than the expected one second.,0,1,usage,we would only increase it for arrivals later than the expected one second
2474,SourceLookupTest.java,.,0,1,usage,nan
1406,WritableComparator.java,"orderings, override @link #compare writablecomparable,writablecomparable .",0,1,usage,orderings override @link compare writablecomparable writablecomparable
3817,SmoothRateLimiter.java,it only remembers the last request.,0,1,usage,it only remembers the last request
2906,CacheBuilder.java,"will be performed during write operations, or during occasional read operations in the absence of",0,1,usage,will be performed during write operations or during occasional read operations in the absence of
301,DelegatingSSLSocketFactory.java,p,0,1,usage,p
3878,SmoothRateLimiter.java,"permits time , thus 1 rate time permits .",0,1,usage,permits time thus 1 rate time permits
2792,BloomFilter.java,"cheat sheet m total bits n expected insertions b m n, bits per insertion p expected false positive probability 1 optimal k b ln2 2 p 1 e ^ kn m ^k 3 for optimal k p 2 ^ k 06185^b 4 for optimal k m nlnp ln2 ^ 2",0,1,usage,cheat sheet m total bits n expected insertions b m n bits per insertion p expected false positive probability 1 optimal k b ln2 2 p 1 e kn m k 3 for optimal k p 2 k 06185 b 4 for optimal k m nlnp ln2 2
2713,ArbitraryInstances.java,instance is created each time @code get is called.,0,1,usage,instance is created each time @code get is called
1917,GnuMakefileGenerator.java,have to be regenerated.,0,1,usage,have to be regenerated
3658,SmoothRateLimiter.java,"we serve this request out of storedpermits, and reduce that to 70 how",0,1,usage,we serve this request out of storedpermits and reduce that to 70 how
3933,SmoothRateLimiter.java,the time when the next request no matter its size will be granted.,0,1,usage,the time when the next request no matter its size will be granted
4695,Grid.java,the grid bean type,0,1,usage,the grid bean type
3870,SmoothRateLimiter.java,require a different in each case function that translates storedpermits to throttling time.,0,1,usage,require a different in each case function that translates storedpermits to throttling time
2631,AbstractCollectionTester.java,@param e the element type of the collection to be tested.,0,1,usage,@param e the element type of the collection to be tested
4189,Binder.java,"instead, you should consult the series of examples below.",0,1,usage,instead you should consult the series of examples below
2864,CacheBuilder.java,build,0,1,usage,build
252,DBProfile.java,p,0,1,usage,p
2467,SourceLookupTest.java,in path passed to gcc,0,1,usage,in path passed to gcc
4249,Binder.java,pre,0,1,usage,pre
2461,SourceLookupTest.java,li b ac b absolute and canonical path no .,0,1,usage,li b ac b absolute and canonical path no
714,QuasiMonteCarlo.java,"in this example,",0,1,usage,in this example
197,ComparableVersion.java,li,0,1,usage,li
3445,Preconditions.java,p would be flagged as having called @code sqrt with an illegal argument.,0,1,usage,p would be flagged as having called @code sqrt with an illegal argument
3907,SmoothRateLimiter.java,"last, but not least consider a ratelimiter with rate of 1 permit per second, currently",0,1,usage,last but not least consider a ratelimiter with rate of 1 permit per second currently
3125,EqualsTester.java,"addequalitygroup new user page , new user page",0,1,usage,addequalitygroup new user page new user page
3754,SmoothRateLimiter.java,0 storedpermits,0,1,usage,0 storedpermits
2483,SourceLookupTest.java,the result of the variations on compilation arguments means that some of the,0,1,usage,the result of the variations on compilation arguments means that some of the
3914,SmoothRateLimiter.java,"instead , and postpone subsequent requests as needed.",0,1,usage,instead and postpone subsequent requests as needed
3683,SmoothRateLimiter.java,rate is,0,1,usage,rate is
3465,Preconditions.java,p it is of course possible to use the methods of this class to check for invalid conditions,0,1,usage,p it is of course possible to use the methods of this class to check for invalid conditions
3483,Preconditions.java,"this only supports the @code %s specifier, not the full range of @link",0,1,usage,this only supports the @code s specifier not the full range of @link
2712,ArbitraryInstances.java,"for mutable types, a fresh",0,1,usage,for mutable types a fresh
3724,SmoothRateLimiter.java,this has important consequences it means that the ratelimiter doesn t remember the time of the,0,1,usage,this has important consequences it means that the ratelimiter doesn t remember the time of the
3743,SmoothRateLimiter.java,this implements the following function where coldinterval coldfactor stableinterval.,0,1,usage,this implements the following function where coldinterval coldfactor stableinterval
3717,SmoothRateLimiter.java,why wait without doing anything?,0,1,usage,why wait without doing anything
255,DBProfile.java,https github^com facebook rocksdb wiki setup options and basic tuning,0,1,usage,https github com facebook rocksdb wiki setup options and basic tuning
3730,SmoothRateLimiter.java,an unused ratelimiter is also defined by that notion when we observe that the,0,1,usage,an unused ratelimiter is also defined by that notion when we observe that the
4163,AbstractModule.java,pre,0,1,usage,pre
3480,Preconditions.java,h3 only @code %s is supported h3,0,1,usage,h3 only @code s is supported h3
4288,Binder.java,"a pain one approach, shown above, is to apply a prototype annotation to a field in your module",0,1,usage,a pain one approach shown above is to apply a prototype annotation to a field in your module
2902,CacheBuilder.java,"the cache on each cache modification, on occasional cache accesses, or on calls to @link",0,1,usage,the cache on each cache modification on occasional cache accesses or on calls to @link
1925,GnuMakefileGenerator.java,unless told otherwise.,0,1,usage,unless told otherwise
4201,Binder.java,given explicitly.,0,1,usage,given explicitly
1928,GnuMakefileGenerator.java,string constants for makefile contents and messages private static final string auto dep comment ^autodeps non nls 1 private static final string message managedmakebuilder^message non nls 1 private static final string build error message ^error non nls 1 private static final string dep incl comment ^module.dep^includes non nls 1 private static final string mod incl comment ^module.make^includes non nls 1 private itool buildtools private boolean buildtoolsused private imanagedbuildinfo info private set outputextensionsset maps of macro names string to values list dependency file variables private vector dependencymakefiles ipath s relative to the top build directory or absolute,0,1,usage,string constants for makefile contents and messages private static final string auto dep comment autodeps non nls 1 private static final string message managedmakebuilder message non nls 1 private static final string build error message error non nls 1 private static final string dep incl comment module dep includes non nls 1 private static final string mod incl comment module make includes non nls 1 private itool buildtools private boolean buildtoolsused private imanagedbuildinfo info private set outputextensionsset maps of macro names string to values list dependency file variables private vector dependencymakefiles ipath s relative to the top build directory or absolute
3253,HostAndPort.java,caller s responsibility.,0,1,usage,caller s responsibility
1692,CConfigurationDescriptionCache.java,"cconfigurationdescription cconfigurationdata data, string buildsystemid, icdataproxycontainer cr",0,1,usage,cconfigurationdescription cconfigurationdata data string buildsystemid icdataproxycontainer cr
3189,FeatureSpecificTestSuiteBuilder.java,an,0,1,usage,an
4290,Binder.java,pre,0,1,usage,pre
3238,HostAndPort.java,hp^tostring returns 2001 db8 1 80,0,1,usage,hp tostring returns 2001 db8 1 80
2031,IBuildObject.java,@noimplement this interface is not intended to be implemented by clients.,0,1,usage,@noimplement this interface is not intended to be implemented by clients
1150,TestTaskCommit.java,special committer that always requires commit.,0,1,usage,special committer that always requires commit
3661,SmoothRateLimiter.java,acquire 10 request arriving.,0,1,usage,acquire 10 request arriving
3186,FeatureSpecificTestSuiteBuilder.java,"class such as @link #named return this type, so that builder methods of more derived",0,1,usage,class such as @link named return this type so that builder methods of more derived
2077,ICPPASTVirtSpecifier.java,@noextend this interface is not intended to be extended by clients.,0,1,usage,@noextend this interface is not intended to be extended by clients
2911,CacheBuilder.java,"@linkplain #removallistener removallistener , @linkplain #expireafterwrite expireafterwrite ,",0,1,usage,@linkplain removallistener removallistener @linkplain expireafterwrite expireafterwrite
3118,EqualsTester.java,"p this tests @code foo^equals foo , @code foo^equals null , and a few other operations.",0,1,usage,p this tests @code foo equals foo @code foo equals null and a few other operations
3667,SmoothRateLimiter.java,but what does it mean to serve 7 stored,0,1,usage,but what does it mean to serve 7 stored
3936,SmoothRateLimiter.java,large requests push this further than small requests.,0,1,usage,large requests push this further than small requests
4661,Grid.java,selection mode representing the built in selection models in grid.,0,1,usage,selection mode representing the built in selection models in grid
4240,Binder.java,guice is not overly,0,1,usage,guice is not overly
3184,FeatureSpecificTestSuiteBuilder.java,@param b the concrete type of this builder the self type .,0,1,usage,@param b the concrete type of this builder the self type
1407,WritableComparator.java,p one may optimize compare intensive operations by overriding,0,1,usage,p one may optimize compare intensive operations by overriding
191,ComparableVersion.java,li code the empty string code or code ga code or code final code li,0,1,usage,li code the empty string code or code ga code or code final code li
4253,Binder.java,it tells guice how to,0,1,usage,it tells guice how to
3851,SmoothRateLimiter.java,acquire 3 arrives.,0,1,usage,acquire 3 arrives
4185,Binder.java,simply and readably.,0,1,usage,simply and readably
3845,SmoothRateLimiter.java,"ratelimiter being unused, we increase storedpermits by 1.",0,1,usage,ratelimiter being unused we increase storedpermits by 1
4215,Binder.java,"by first resolving an instance of @code serviceprovider in the regular way, then calling @link",0,1,usage,by first resolving an instance of @code serviceprovider in the regular way then calling @link
3938,SmoothRateLimiter.java,the maximum number of permits that can be saved when the ratelimiter is unused is defined in,0,1,usage,the maximum number of permits that can be saved when the ratelimiter is unused is defined in
4683,Grid.java,pre,0,1,usage,pre
289,DelegatingSSLSocketFactory.java,li,0,1,usage,li
3929,SmoothRateLimiter.java,that would have been produced in that idle time .,0,1,usage,that would have been produced in that idle time
3825,SmoothRateLimiter.java,"then, the ratelimiter",0,1,usage,then the ratelimiter
1953,GnuMakefileGenerator.java,modules contribute buildable source files.,0,1,usage,modules contribute buildable source files
4690,Grid.java,a helper base class for creating extensions for the grid component.,0,1,usage,a helper base class for creating extensions for the grid component
4285,Binder.java,if your binding annotation has parameters you can apply different bindings to different specific,0,1,usage,if your binding annotation has parameters you can apply different bindings to different specific
4255,Binder.java,the class,0,1,usage,the class
3821,SmoothRateLimiter.java,forget about that past underutilization.,0,1,usage,forget about that past underutilization
3688,SmoothRateLimiter.java,of requested permits.,0,1,usage,of requested permits
2708,ArbitraryInstances.java,clients won t get type,0,1,usage,clients won t get type
3852,SmoothRateLimiter.java,"we serve this request out of storedpermits, and reduce that to 70 how",0,1,usage,we serve this request out of storedpermits and reduce that to 70 how
1909,GnuMakefileGenerator.java,@throws nullpointerexception is path is null,0,1,usage,@throws nullpointerexception is path is null
4287,Binder.java,getting your hands on the right instance of the annotation is a bit of,0,1,usage,getting your hands on the right instance of the annotation is a bit of
2847,CacheBuilder.java,p usage example,0,1,usage,p usage example
2889,CacheBuilder.java,"weakkeys , @linkplain #weakvalues weakvalues , or @linkplain #softvalues softvalues are",0,1,usage,weakkeys @linkplain weakvalues weakvalues or @linkplain softvalues softvalues are
2850,CacheBuilder.java,maximumsize 10000,0,1,usage,maximumsize 10000
4242,Binder.java,with i enabling i your application to share only one instance if that s all you tell guice you,0,1,usage,with i enabling i your application to share only one instance if that s all you tell guice you
188,ComparableVersion.java,li code milestone code or code m code li,0,1,usage,li code milestone code or code m code li
3675,SmoothRateLimiter.java,"thus, we",0,1,usage,thus we
3859,SmoothRateLimiter.java,we already know how much time it takes to serve 3 fresh permits if the rate is,0,1,usage,we already know how much time it takes to serve 3 fresh permits if the rate is
5375,Window.java,a window is added to a @code ui using,0,1,usage,a window is added to a @code ui using
4318,Binder.java,"runtime, as soon as you try to create your injector.",0,1,usage,runtime as soon as you try to create your injector
2656,AbstractLoadingCache.java,@link,0,1,usage,@link
2458,SourceLookupTest.java,see the makefile for more,0,1,usage,see the makefile for more
2851,CacheBuilder.java,expireafterwrite duration^ofminutes 10,0,1,usage,expireafterwrite duration ofminutes 10
4319,Binder.java,"p the other methods of binder such as @link #bindscope , @link #bindinterceptor , @link",0,1,usage,p the other methods of binder such as @link bindscope @link bindinterceptor @link
4296,Binder.java,"because of guice s library support, binding by name",0,1,usage,because of guice s library support binding by name
285,DelegatingSSLSocketFactory.java,"properly setup, an exception is thrown.",0,1,usage,properly setup an exception is thrown
3627,SmoothRateLimiter.java,forget about that past underutilization.,0,1,usage,forget about that past underutilization
4198,Binder.java,@link module class to serve as an explicit i manifest i for the services it provides.,0,1,usage,@link module class to serve as an explicit i manifest i for the services it provides
2149,IMSASTDeclspecList.java,@noimplement this interface is not intended to be implemented by clients.,0,1,usage,@noimplement this interface is not intended to be implemented by clients
2832,CacheBuilder.java,a builder of @link loadingcache and @link cache instances having any combination of the,0,1,usage,a builder of @link loadingcache and @link cache instances having any combination of the
3801,SmoothRateLimiter.java,"how is the ratelimiter designed, and why?",0,1,usage,how is the ratelimiter designed and why
1926,GnuMakefileGenerator.java,these dummy targets are added to the makefile,0,1,usage,these dummy targets are added to the makefile
3192,FeatureSpecificTestSuiteBuilder.java,@author george van den driessche,0,1,usage,@author george van den driessche
203,ComparableVersion.java,this class is used both for the global item list and for sub lists which start,0,1,usage,this class is used both for the global item list and for sub lists which start
3115,EqualsTester.java,pre,0,1,usage,pre
4300,Binder.java,application.,0,1,usage,application
3728,SmoothRateLimiter.java,"us to the point of the next scheduling time, since we always maintain that.",0,1,usage,us to the point of the next scheduling time since we always maintain that
1484,JavaStreamingTestExample.java,"a timeout after 100 insignificant batches, call",0,1,usage,a timeout after 100 insignificant batches call
273,DelegatingSSLSocketFactory.java,a @link sslsocketfactory that can delegate to various ssl implementations.,0,1,usage,a @link sslsocketfactory that can delegate to various ssl implementations
2453,SourceLookupTest.java,the wild card in sourcelookup ^exe can be one of the following to cover the,0,1,usage,the wild card in sourcelookup exe can be one of the following to cover the
3739,SmoothRateLimiter.java,the time when the next request no matter its size will be granted.,0,1,usage,the time when the next request no matter its size will be granted
1788,CPPImplicitVariable.java,for example the initializer of a structured binding decomposition dcl^struct.bind,0,1,usage,for example the initializer of a structured binding decomposition dcl struct bind
3236,HostAndPort.java,hp^gethost returns 2001 db8 1,0,1,usage,hp gethost returns 2001 db8 1
3846,SmoothRateLimiter.java,say we leave the ratelimiter unused,0,1,usage,say we leave the ratelimiter unused
3876,SmoothRateLimiter.java,essentially measure unused time we spend unused time buying storing permits.,0,1,usage,essentially measure unused time we spend unused time buying storing permits
2873,CacheBuilder.java,the @code asmap view and its collection views have i weakly,0,1,usage,the @code asmap view and its collection views have i weakly
2471,SourceLookupTest.java,in path passed to gcc,0,1,usage,in path passed to gcc
930,StructureGenerator.java,avgfilesize avgfilesizeinblocks average size of blocks default is 1.,0,1,usage,avgfilesize avgfilesizeinblocks average size of blocks default is 1
2711,ArbitraryInstances.java,number types reasonable default instance for other stateless types.,0,1,usage,number types reasonable default instance for other stateless types
4261,Binder.java,"or, alternatively",0,1,usage,or alternatively
2890,CacheBuilder.java,requested.,0,1,usage,requested
2472,SourceLookupTest.java,li,0,1,usage,li
1947,GnuMakefileGenerator.java,target dep1 dep2 dep3,0,1,usage,target dep1 dep2 dep3
3328,MultimapBuilder.java,invoking a configuration method has no effect,0,1,usage,invoking a configuration method has no effect
2874,CacheBuilder.java,consistent iterators i .,0,1,usage,consistent iterators i
1690,CConfigurationDescriptionCache.java,"with cconfigurationdescriptioncache icstorageelement storage, cprojectdescription parent constructor.",0,1,usage,with cconfigurationdescriptioncache icstorageelement storage cprojectdescription parent constructor
3471,Preconditions.java,explained a in the guava user guide for more advice.,0,1,usage,explained a in the guava user guide for more advice
2878,CacheBuilder.java,these iterators never throw @link,0,1,usage,these iterators never throw @link
2793,BloomFilter.java,"a strategy to translate t instances, to @code numhashfunctions bit indexes.",0,1,usage,a strategy to translate t instances to @code numhashfunctions bit indexes
3437,Preconditions.java,"checkargument value 0, input is negative %s , value",0,1,usage,checkargument value 0 input is negative s value
3433,Preconditions.java,pre,0,1,usage,pre
279,DelegatingSSLSocketFactory.java,p,0,1,usage,p
4700,Grid.java,the grid bean type,0,1,usage,the grid bean type
2872,CacheBuilder.java,@link cache interfaces.,0,1,usage,@link cache interfaces
2898,CacheBuilder.java,"p if @linkplain #weakkeys weakkeys , @linkplain #weakvalues weakvalues , or @linkplain",0,1,usage,p if @linkplain weakkeys weakkeys @linkplain weakvalues weakvalues or @linkplain
3793,SmoothRateLimiter.java,this is the area of the pictured,0,1,usage,this is the area of the pictured
3805,SmoothRateLimiter.java,"compute, for an incoming request, the appropriate throttle time, and make the calling thread",0,1,usage,compute for an incoming request the appropriate throttle time and make the calling thread
2871,CacheBuilder.java,it implements all optional operations of the @link loadingcache and,0,1,usage,it implements all optional operations of the @link loadingcache and
1714,CConfigurationDescriptionCache.java,@see icconfigurationdescription,0,1,usage,@see icconfigurationdescription
2912,CacheBuilder.java,"@linkplain #expireafteraccess expireafteraccess , @linkplain #weakkeys weakkeys , @linkplain",0,1,usage,@linkplain expireafteraccess expireafteraccess @linkplain weakkeys weakkeys @linkplain
175,ComparableVersion.java,generic implementation of version comparison.,0,1,usage,generic implementation of version comparison
1381,Utils.java,"path filelist fileutil^stat2paths fs^liststatus outdir,",0,1,usage,path filelist fileutil stat2paths fs liststatus outdir
3320,MultimapBuilder.java,"explicitly in @code com^google.common^collect , for example",0,1,usage,explicitly in @code com google common collect for example
2877,CacheBuilder.java,are reflected in that iterator.,0,1,usage,are reflected in that iterator
4681,Grid.java,grid^addcontextclicklistener event &gt notification^show,0,1,usage,grid addcontextclicklistener event gt notification show
5464,Window.java,code,0,1,usage,code
2433,RulerColumnDescriptor.java,@noinstantiate this class is not intended to be instantiated by clients.,0,1,usage,@noinstantiate this class is not intended to be instantiated by clients
3127,EqualsTester.java,testequals,0,1,usage,testequals
929,StructureGenerator.java,numoffiles #offiles the total number of files default is 10.,0,1,usage,numoffiles offiles the total number of files default is 10
1696,CConfigurationDescriptionCache.java,ul,0,1,usage,ul
1702,CConfigurationDescriptionCache.java,li user changes settings in the settings configuration cconfigurationdescription and saves it,0,1,usage,li user changes settings in the settings configuration cconfigurationdescription and saves it
1914,GnuMakefileGenerator.java,if a,0,1,usage,if a
2162,IPropertyChangeParticipant.java,clients may implement this interface.,0,1,usage,clients may implement this interface
1713,CConfigurationDescriptionCache.java,ol,0,1,usage,ol
482,FairOrderingPolicy.java,may be prioritized ahead of an application with less usage.,0,1,usage,may be prioritized ahead of an application with less usage
305,DelegatingSSLSocketFactory.java,was not changed in order to preserve backwards compatibility.,0,1,usage,was not changed in order to preserve backwards compatibility
932,StructureGenerator.java,seed seed random number generator seed default is the current time.,0,1,usage,seed seed random number generator seed default is the current time
3860,SmoothRateLimiter.java,"1 token per second , then this will take 3 seconds.",0,1,usage,1 token per second then this will take 3 seconds
2185,ITestItem.java,@noextend this interface is not intended to be extended by clients.,0,1,usage,@noextend this interface is not intended to be extended by clients
2788,BloomFilter.java,@param t the type of instances that the @code bloomfilter accepts,0,1,usage,@param t the type of instances that the @code bloomfilter accepts
1706,CConfigurationDescriptionCache.java,where,0,1,usage,where
2900,CacheBuilder.java,be reclaimed by the garbage collector.,0,1,usage,be reclaimed by the garbage collector
3439,Preconditions.java,pre,0,1,usage,pre
2775,BloomFilter.java,that @linkplain #mightcontain object will erroneously return @code true for an object that,0,0,usage,that @linkplain mightcontain object will erroneously return @code true for an object that
5181,VScrollTable.java,lost .,0,0,usage,lost
4514,SpiUtils.java,utilities for testing the multibinder & mapbinder extension spi.,0,0,usage,utilities for testing the multibinder mapbinder extension spi
4588,BootstrapPageResponse.java,@author vaadin ltd,0,0,usage,@author vaadin ltd
4804,PopupView.java,but mandatory .,0,0,usage,but mandatory
5448,Window.java,non javadoc,0,0,usage,non javadoc
151,Classpath.java,the output likely will include wildcards in the classpath.,0,0,usage,the output likely will include wildcards in the classpath
5069,VScrollTable.java,com^google.gwt^event.dom^client.focushandler#onfocus com^google.gwt^event,0,0,usage,com google gwt event dom client focushandler onfocus com google gwt event
2487,SourceLookupTest.java,"others, therefore the relevant tests use assumegdbversion methods to be",0,0,usage,others therefore the relevant tests use assumegdbversion methods to be
1586,StreamHandle.java,identifier for a fixed number of chunks to read from a stream created by an open blocks,0,0,usage,identifier for a fixed number of chunks to read from a stream created by an open blocks
5071,VScrollTable.java,non javadoc,0,0,usage,non javadoc
1079,TestOMVolumeRequest.java,base test class for volume request.,0,0,usage,base test class for volume request
5416,Window.java,user closes the window.,0,0,usage,user closes the window
5159,VScrollTable.java,updates first visible row for the case we cannot wait,0,0,usage,updates first visible row for the case we cannot wait
3040,CacheLoaderTest.java,unit tests for @link cacheloader .,0,0,usage,unit tests for @link cacheloader
3798,SmoothRateLimiter.java,maxpermits thresholdpermits 2 warmupperiod stableinterval coldinterval,0,0,usage,maxpermits thresholdpermits 2 warmupperiod stableinterval coldinterval
518,FileSystemApplicationHistoryStore.java,"open a file, while @link #applicationfinished applicationfinishdata is",0,0,usage,open a file while @link applicationfinished applicationfinishdata is
5009,VaadinServiceInitListener.java,@since 80,0,0,usage,@since 80
713,QuasiMonteCarlo.java,arbitrary integrals can be approximated numerically by qmc methods.,0,0,usage,arbitrary integrals can be approximated numerically by qmc methods
4762,InternalContainerAnnotationForJS.java,@since 80,0,0,usage,@since 80
3313,MapSerializationTester.java,basic serialization test for maps.,0,0,usage,basic serialization test for maps
4473,DefaultMethodInterceptionTest.java,tests for interception of default methods.,0,0,usage,tests for interception of default methods
3402,ObjectCountHashMap.java,minimizes object allocation and reduces memory footprint.,0,0,usage,minimizes object allocation and reduces memory footprint
2777,BloomFilter.java,p bloom filters are serializable.,0,0,usage,p bloom filters are serializable
2594,UPCLanguage.java,@author mike kucera,0,0,usage,@author mike kucera
2334,MIStack.java,"when gdb is unwinding sometimes it gets both, and while the console cli protocol has no",0,0,usage,when gdb is unwinding sometimes it gets both and while the console cli protocol has no
1798,CPropertyTester.java,a property tester that determines if a file is an executable or a c c project.,0,0,usage,a property tester that determines if a file is an executable or a c c project
1052,TestFileSizeCountTask.java,unit test for file size count task.,0,0,usage,unit test for file size count task
1614,AbstractCPropertyTab.java,"uniform manner setuplabel , setuptext etc .",0,0,usage,uniform manner setuplabel setuptext etc
1362,UniformSizeInputFormat.java,it looks at the copy listing and groups the contents into input splits such,0,0,usage,it looks at the copy listing and groups the contents into input splits such
2252,MIBreakpointsSynchronizer.java,the next event would become intermingled.,0,0,usage,the next event would become intermingled
2838,CacheBuilder.java,li keys automatically wrapped in @linkplain weakreference weak references,0,0,usage,li keys automatically wrapped in @linkplain weakreference weak references
5235,VScrollTable.java,non javadoc,0,0,usage,non javadoc
2255,MIBreakpointsSynchronizer.java,same state.,0,0,usage,same state
973,SwiftRestClient.java,base class for all swift rest operations.,0,0,usage,base class for all swift rest operations
1073,TestNativeAzureFileSystemUploadLogic.java,various scenarios to test in how often we flush data while uploading.,0,0,usage,various scenarios to test in how often we flush data while uploading
3820,SmoothRateLimiter.java,this ratelimiter would immediately,0,0,usage,this ratelimiter would immediately
5183,VScrollTable.java,when changing tabs.,0,0,usage,when changing tabs
2414,RenameCSourceFolderChange.java,@author ee4 graf ifs,0,0,usage,@author ee4 graf ifs
2929,CacheBuilder.java,@author charles fry,0,0,usage,@author charles fry
5412,Window.java,an interface used for listening to window close events.,0,0,usage,an interface used for listening to window close events
274,DelegatingSSLSocketFactory.java,"specifically, either openssl or jsse can be used.",0,0,usage,specifically either openssl or jsse can be used
5387,Window.java,p,0,0,usage,p
4903,SelectAllEvent.java,@since 74,0,0,usage,@since 74
204,ComparableVersion.java,with number in the version specification .,0,0,usage,with number in the version specification
1173,TextInputFormat.java,an @link inputformat for plain text files.,0,0,usage,an @link inputformat for plain text files
2262,MIBreakpointsSynchronizer.java,@since 42,0,0,usage,@since 42
4802,PopupView.java,methods inherited from abstractcomponentcontainer.,0,0,usage,methods inherited from abstractcomponentcontainer
3227,HashFunctionEnum.java,@author kurt alfred kluever,0,0,usage,@author kurt alfred kluever
5267,VScrollTable.java,overridden due table might not survive of visibility change scroll pos,0,0,usage,overridden due table might not survive of visibility change scroll pos
4801,PopupView.java,constructors,0,0,usage,constructors
4817,PopupView.java,visibility of the popup changes.,0,0,usage,visibility of the popup changes
130,CapacitySchedulerPlanFollower.java,"synchronization, and rm restart issues no catch up is necessary .",0,0,usage,synchronization and rm restart issues no catch up is necessary
2685,AbstractMultimapTester.java,superclass for all @code multimap testers.,0,0,usage,superclass for all @code multimap testers
3146,EqualsTester.java,ul,0,0,usage,ul
2636,AbstractListeningExecutorService.java,abstract @link listeningexecutorservice implementation that creates @link listenablefuture,0,0,usage,abstract @link listeningexecutorservice implementation that creates @link listenablefuture
121,CapacitySchedulerPlanFollower.java,"adding removing resizing leaf queues in the scheduler, thus affecting the",0,0,usage,adding removing resizing leaf queues in the scheduler thus affecting the
728,QuasiMonteCarlo.java,and then count points inside outside of the inscribed circle of the square.,0,0,usage,and then count points inside outside of the inscribed circle of the square
2770,BloomFilter.java,"but if it claims that an element is i not i contained in it, then this is definitely true.",0,0,usage,but if it claims that an element is i not i contained in it then this is definitely true
5078,VScrollTable.java,@since 72,0,0,usage,@since 72
5187,VScrollTable.java,non javadoc,0,0,usage,non javadoc
600,KerberosDelegationTokenAuthenticator.java,the code kerberosdelegationtokenauthenticator code provides support for,0,0,usage,the code kerberosdelegationtokenauthenticator code provides support for
964,SwiftRestClient.java,this implements the client side of the swift rest api.,0,0,usage,this implements the client side of the swift rest api
5391,Window.java,this function is now covered by the @link ui class.,0,0,usage,this function is now covered by the @link ui class
3301,LongMathBenchmark.java,@author louis wasserman,0,0,usage,@author louis wasserman
1513,KVStore.java,the serializer is,0,0,usage,the serializer is
5119,VScrollTable.java,com^google.gwt^event.dom^client.blurhandler#onblur com^google.gwt^event,0,0,usage,com google gwt event dom client blurhandler onblur com google gwt event
2698,ArbitraryInstances.java,utilities.,0,0,usage,utilities
3810,SmoothRateLimiter.java,"qps 5 5 tokens per second , if we ensure that a request isn t granted earlier than 200ms after",0,0,usage,qps 5 5 tokens per second if we ensure that a request isn t granted earlier than 200ms after
3744,SmoothRateLimiter.java,pre,0,0,usage,pre
3459,Preconditions.java,h3 other types of preconditions h3,0,0,usage,h3 other types of preconditions h3
